OrderID,CustomerName,AreaName,DeliveryAgent,FoodItem,UnitPrice,UnitPriceDiscount,OrderQuantity,OrderDate,OrderMonth,PaymentMethod,OrderStatus,OrderDetails,FoodCategory
ord_16043,Tanvi Gupta,BTM Layout,Manoj Singh,Burger,120,10.8,1,05/07/23,July,Online Payment,Delivered,Before Time,Non Indian-Veg
ord_16044,Anjali Jain,Malleswaram,Pooja Sharma,Masala Dosa,100,13,1,06/07/23,July,Online Payment,Delivered,Before Time,Indian-Veg
ord_16045,Pooja Patel,BTM Layout,Siddharth Singh,Sushi,350,17.5,1,06/07/23,July,Online Payment,Delivered,On Time,Non Indian-Non Veg
ord_16046,Akash Gupta,Jayanagar,Ravi Tiwari,Fish Curry,190,17.1,1,06/07/23,July,UPI,Delivered,On Time,Indian-Non Veg
ord_16047,Anjali Jain,Malleswaram,Anil Gupta,Pizza,300,45,3,06/07/23,July,Credit Card,Delivered,On Time,Non Indian-Veg
ord_16048,Rohan Patel,Indiranagar,Pooja Sharma,Samosa,20,1.8,5,06/07/23,July,UPI,Delivered,Before Time,Indian-Veg
ord_16049,Neha Patel,Whitefield,Ananya Reddy,Veg Biryani,230,29.9,2,06/07/23,July,UPI,Delivered,On Time,Indian-Veg
ord_16050,Arjun Shah,MG Road,Anil Gupta,Pasta,200,26,2,06/07/23,July,Credit Card,Delivered,Before Time,Non Indian-Veg
ord_16051,Nisha Gupta,Koramangala,Rajesh Kumar,Veg Biryani,230,32.2,2,06/07/23,July,UPI,Delivered,On Time,Indian-Veg
ord_16052,Arjun Shah,MG Road,Anil Gupta,Masala Dosa,100,7,1,06/07/23,July,UPI,Delivered,Before Time,Indian-Veg
ord_16053,Sneha Jain,HSR Layout,Anil Gupta,Noodles,130,13,1,06/07/23,July,UPI,Delivered,Before Time,Non Indian-Non Veg
ord_16054,Rohit Singh,Indiranagar,Rajesh Kumar,Biryani,250,32.5,2,07/07/23,July,Credit Card,Delivered,Late,Indian-Veg
ord_16055,Priya Singh,Brigade Road,Ravi Tiwari,Masala Dosa,100,12,1,07/07/23,July,UPI,Cancelled,Refund Initiated,Indian-Veg
ord_16056,Aryan Shah,Jayanagar,Pooja Sharma,Biryani,250,22.5,2,08/07/23,July,UPI,Delivered,On Time,Indian-Veg
ord_16057,Rohit Singh,Indiranagar,Pooja Sharma,Veg Biryani,230,13.8,2,08/07/23,July,UPI,Delivered,On Time,Indian-Veg
ord_16058,Aryan Shah,Jayanagar,Ravi Tiwari,Butter Naan,50,5.5,4,08/07/23,July,Online Payment,Delivered,On Time,Indian-Veg
ord_16059,Naveen Kumar,Koramangala,Anil Gupta,Chicken Tikka,180,19.8,1,08/07/23,July,Credit Card,Delivered,Before Time,Indian-Non Veg
ord_16060,Raj Kapoor,Malleswaram,Ravi Tiwari,Tandoori Chicken,280,36.4,3,08/07/23,July,Credit Card,Cancelled,Refund Initiated,Indian-Non Veg
ord_16061,Raj Kapoor,Malleswaram,Ananya Reddy,Fish Curry,190,28.5,1,08/07/23,July,Credit Card,Delivered,On Time,Indian-Non Veg
ord_16062,Kriti Patel,Whitefield,Anil Gupta,Fish Curry,190,15.2,1,08/07/23,July,UPI,Cancelled,Refund Initiated,Indian-Non Veg
ord_16063,Tanvi Gupta,BTM Layout,Sneha Verma,Fried Rice,150,16.5,2,08/07/23,July,Online Payment,Delivered,On Time,Non Indian-Veg
ord_16064,Tanvi Gupta,BTM Layout,Siddharth Singh,Fried Rice,150,13.5,2,08/07/23,July,Online Payment,Delivered,Before Time,Non Indian-Veg
ord_16065,Priya Singh,Brigade Road,Manoj Singh,Fried Rice,150,13.5,2,09/07/23,July,UPI,Delivered,On Time,Non Indian-Veg
ord_16066,Nisha Gupta,Koramangala,Anil Gupta,Masala Dosa,100,12,1,09/07/23,July,Online Payment,Delivered,On Time,Indian-Veg
ord_16067,Rohan Patel,Indiranagar,Siddharth Singh,Veg Biryani,230,16.1,2,09/07/23,July,UPI,Delivered,On Time,Indian-Veg
ord_16068,Rohit Singh,Indiranagar,Rajesh Kumar,Hakka Noodles,160,24,1,09/07/23,July,Online Payment,Delivered,On Time,Non Indian-Non Veg
ord_16069,Priya Singh,Brigade Road,Manoj Singh,Butter Naan,50,7,4,09/07/23,July,Online Payment,Delivered,On Time,Indian-Veg
ord_16070,Shreya Singh,Marathahalli,Rajesh Kumar,Pav Bhaji,150,15,2,10/07/23,July,UPI,Delivered,Before Time,Indian-Veg
ord_16071,Rohan Patel,Indiranagar,Anil Gupta,Masala Dosa,100,13,1,10/07/23,July,UPI,Delivered,On Time,Indian-Veg
ord_16072,Tanvi Gupta,BTM Layout,Rajesh Kumar,Sushi,350,42,1,10/07/23,July,UPI,Delivered,Late,Non Indian-Non Veg
ord_16073,Anjali Jain,Malleswaram,Pooja Sharma,Sushi,350,21,1,10/07/23,July,Online Payment,Delivered,Late,Non Indian-Non Veg
ord_16074,Karan Sharma,Marathahalli,Rajesh Kumar,Pasta,200,24,2,10/07/23,July,UPI,Delivered,Before Time,Non Indian-Veg
ord_16075,Rahul Sharma,MG Road,Ravi Tiwari,Sushi,350,31.5,1,11/07/23,July,UPI,Cancelled,Refund Initiated,Non Indian-Non Veg
ord_16076,Akash Gupta,Jayanagar,Sneha Verma,Sushi,350,21,1,11/07/23,July,UPI,Delivered,On Time,Non Indian-Non Veg
ord_16077,Nisha Gupta,Koramangala,Manoj Singh,Biryani,250,25,2,11/07/23,July,UPI,Cancelled,Refund Initiated,Indian-Veg
ord_16078,Priya Singh,Brigade Road,Ravi Tiwari,Fried Rice,150,7.5,2,11/07/23,July,Online Payment,Cancelled,Refund Initiated,Non Indian-Veg
ord_16079,Arjun Shah,MG Road,Pooja Sharma,Chicken Tikka,180,16.2,1,11/07/23,July,Credit Card,Delivered,On Time,Indian-Non Veg
ord_16080,Rahul Sharma,MG Road,Divya Patel,Noodles,130,19.5,1,11/07/23,July,Online Payment,Delivered,On Time,Non Indian-Non Veg
ord_16081,Sneha Jain,HSR Layout,Divya Patel,Chicken Tikka,180,27,1,11/07/23,July,Credit Card,Cancelled,Refund Initiated,Indian-Non Veg
ord_16082,Anjali Jain,Malleswaram,Ananya Reddy,Biryani,250,15,2,11/07/23,July,UPI,Delivered,On Time,Indian-Veg
ord_16083,Naveen Kumar,Koramangala,Divya Patel,Pav Bhaji,150,19.5,2,11/07/23,July,UPI,Delivered,Late,Indian-Veg
ord_16084,Raj Kapoor,Malleswaram,Ananya Reddy,Butter Chicken,280,36.4,3,11/07/23,July,Online Payment,Delivered,On Time,Indian-Non Veg
ord_16085,Pooja Patel,BTM Layout,Ravi Tiwari,Paneer Tikka,180,23.4,1,12/07/23,July,Online Payment,Cancelled,Refund Not Initiated,Indian-Veg
ord_16086,Nisha Gupta,Koramangala,Anil Gupta,Hakka Noodles,160,19.2,1,12/07/23,July,UPI,Delivered,On Time,Non Indian-Non Veg
ord_16087,Rohit Singh,Indiranagar,Rajesh Kumar,Pasta,200,18,2,12/07/23,July,UPI,Delivered,On Time,Non Indian-Veg
ord_16088,Pooja Patel,BTM Layout,Manoj Singh,Chicken Curry,200,26,2,12/07/23,July,Online Payment,Delivered,On Time,Indian-Non Veg
ord_16089,Karan Sharma,Marathahalli,Rajesh Kumar,Chicken Biryani,220,24.2,2,13/07/23,July,UPI,Delivered,On Time,Indian-Non Veg
ord_16090,Deepak Sharma,HSR Layout,Ravi Tiwari,Chicken Curry,200,22,2,13/07/23,July,Credit Card,Delivered,On Time,Indian-Non Veg
ord_16091,Deepak Sharma,HSR Layout,Ananya Reddy,Chicken Tikka,180,19.8,1,13/07/23,July,UPI,Cancelled,Refund Not Initiated,Indian-Non Veg
ord_16092,Sneha Jain,HSR Layout,Ravi Tiwari,Sushi,350,38.5,1,13/07/23,July,Credit Card,Delivered,On Time,Non Indian-Non Veg
ord_16093,Pooja Patel,BTM Layout,Ananya Reddy,Pizza,300,45,3,13/07/23,July,Credit Card,Delivered,Before Time,Non Indian-Veg
ord_16094,Nisha Gupta,Koramangala,Divya Patel,Pav Bhaji,150,15,2,13/07/23,July,Credit Card,Delivered,Late,Indian-Veg
ord_16095,Nisha Gupta,Koramangala,Sneha Verma,Biryani,250,15,2,13/07/23,July,UPI,Delivered,On Time,Indian-Veg
ord_16096,Akash Gupta,Jayanagar,Manoj Singh,Fried Rice,150,15,2,14/07/23,July,UPI,Delivered,On Time,Non Indian-Veg
ord_16097,Deepak Sharma,HSR Layout,Ananya Reddy,Chicken Biryani,220,13.2,2,14/07/23,July,UPI,Delivered,On Time,Indian-Non Veg
ord_16098,Rohan Patel,Indiranagar,Divya Patel,Pizza,300,27,3,14/07/23,July,UPI,Delivered,On Time,Non Indian-Veg
ord_16099,Anjali Jain,Malleswaram,Manoj Singh,Pizza,300,21,3,14/07/23,July,UPI,Delivered,On Time,Non Indian-Veg
ord_16100,Akash Gupta,Jayanagar,Sneha Verma,Noodles,130,18.2,1,14/07/23,July,UPI,Cancelled,Refund Initiated,Non Indian-Non Veg
ord_16101,Aryan Shah,Jayanagar,Pooja Sharma,Samosa,20,2.4,5,15/07/23,July,Online Payment,Delivered,Before Time,Indian-Veg
ord_16102,Aryan Shah,Jayanagar,Sneha Verma,Biryani,250,30,2,15/07/23,July,UPI,Delivered,On Time,Indian-Veg
ord_16103,Priya Singh,Brigade Road,Manoj Singh,Chicken Biryani,220,28.6,2,15/07/23,July,Online Payment,Delivered,Late,Indian-Non Veg
ord_16104,Rohit Singh,Indiranagar,Siddharth Singh,Paneer Tikka,180,18,1,15/07/23,July,Credit Card,Delivered,Before Time,Indian-Veg
ord_16105,Arjun Shah,MG Road,Divya Patel,Chicken Biryani,220,17.6,2,15/07/23,July,Credit Card,Delivered,Late,Indian-Non Veg
ord_16106,Anjali Jain,Malleswaram,Ravi Tiwari,Burger,120,6,1,16/07/23,July,Credit Card,Delivered,Before Time,Non Indian-Veg
ord_16107,Arjun Shah,MG Road,Rajesh Kumar,Pav Bhaji,150,16.5,2,16/07/23,July,UPI,Delivered,On Time,Indian-Veg
ord_16108,Rohit Singh,Indiranagar,Siddharth Singh,Butter Chicken,280,36.4,3,16/07/23,July,UPI,Cancelled,Refund Initiated,Indian-Non Veg
ord_16109,Rahul Sharma,MG Road,Sneha Verma,Samosa,20,1.8,5,16/07/23,July,Online Payment,Delivered,On Time,Indian-Veg
ord_16110,Raj Kapoor,Malleswaram,Divya Patel,Butter Chicken,280,30.8,3,16/07/23,July,UPI,Delivered,On Time,Indian-Non Veg
ord_16111,Rohan Patel,Indiranagar,Siddharth Singh,Chicken Curry,200,26,2,16/07/23,July,UPI,Cancelled,Refund Not Initiated,Indian-Non Veg
ord_16112,Arjun Shah,MG Road,Ananya Reddy,Pasta,200,28,2,16/07/23,July,UPI,Cancelled,Refund Initiated,Non Indian-Veg
ord_16113,Rahul Sharma,MG Road,Sneha Verma,Chicken Curry,200,16,2,17/07/23,July,UPI,Delivered,Before Time,Indian-Non Veg
ord_16114,Kriti Patel,Whitefield,Pooja Sharma,Veg Biryani,230,34.5,2,17/07/23,July,Credit Card,Delivered,On Time,Indian-Veg
ord_16115,Tanvi Gupta,BTM Layout,Ravi Tiwari,Samosa,20,2.6,5,17/07/23,July,UPI,Cancelled,Refund Initiated,Indian-Veg
ord_16116,Aryan Shah,Jayanagar,Pooja Sharma,Biryani,250,37.5,2,17/07/23,July,UPI,Delivered,On Time,Indian-Veg
ord_16117,Aryan Shah,Jayanagar,Ananya Reddy,Chicken Tikka,180,27,1,17/07/23,July,Online Payment,Delivered,On Time,Indian-Non Veg
ord_16118,Rohan Patel,Indiranagar,Sneha Verma,Pav Bhaji,150,22.5,2,17/07/23,July,Online Payment,Cancelled,Refund Initiated,Indian-Veg
ord_16119,Naveen Kumar,Koramangala,Rajesh Kumar,Chicken Tikka,180,12.6,1,17/07/23,July,UPI,Delivered,Before Time,Indian-Non Veg
ord_16120,Aryan Shah,Jayanagar,Anil Gupta,Hakka Noodles,160,14.4,1,18/07/23,July,UPI,Cancelled,Refund Initiated,Non Indian-Non Veg
ord_16121,Shreya Singh,Marathahalli,Pooja Sharma,Sushi,350,45.5,1,18/07/23,July,UPI,Delivered,Before Time,Non Indian-Non Veg
ord_16122,Shreya Singh,Marathahalli,Pooja Sharma,Samosa,20,2.8,5,19/07/23,July,UPI,Cancelled,Refund Initiated,Indian-Veg
ord_16123,Raj Kapoor,Malleswaram,Divya Patel,Chicken Biryani,220,24.2,2,19/07/23,July,Online Payment,Delivered,On Time,Indian-Non Veg
ord_16124,Aryan Shah,Jayanagar,Anil Gupta,Veg Biryani,230,18.4,2,19/07/23,July,UPI,Delivered,Late,Indian-Veg
ord_16125,Arjun Shah,MG Road,Pooja Sharma,Tandoori Chicken,280,28,3,19/07/23,July,Credit Card,Delivered,On Time,Indian-Non Veg
ord_16126,Priyanka Singh,Koramangala,Sneha Verma,Chicken Curry,200,30,2,19/07/23,July,UPI,Cancelled,Refund Initiated,Indian-Non Veg
ord_16127,Tanvi Gupta,BTM Layout,Sneha Verma,Chicken Biryani,220,33,2,20/07/23,July,Credit Card,Delivered,Before Time,Indian-Non Veg
ord_16128,Tanvi Gupta,BTM Layout,Anil Gupta,Tandoori Chicken,280,39.2,3,20/07/23,July,UPI,Delivered,On Time,Indian-Non Veg
ord_16129,Neha Patel,Whitefield,Divya Patel,Pav Bhaji,150,9,2,20/07/23,July,Online Payment,Cancelled,Refund Not Initiated,Indian-Veg
ord_16130,Karan Sharma,Marathahalli,Sneha Verma,Masala Dosa,100,14,1,20/07/23,July,Online Payment,Delivered,On Time,Indian-Veg
ord_16131,Arjun Shah,MG Road,Rajesh Kumar,Paneer Tikka,180,19.8,1,20/07/23,July,UPI,Delivered,On Time,Indian-Veg
ord_16132,Shreya Singh,Marathahalli,Manoj Singh,Masala Dosa,100,12,1,21/07/23,July,Online Payment,Delivered,On Time,Indian-Veg
ord_16133,Raj Kapoor,Malleswaram,Divya Patel,Chicken Curry,200,20,2,21/07/23,July,Online Payment,Delivered,Before Time,Indian-Non Veg
ord_16134,Neha Patel,Whitefield,Rajesh Kumar,Sushi,350,45.5,1,21/07/23,July,UPI,Delivered,On Time,Non Indian-Non Veg
ord_16135,Kriti Patel,Whitefield,Ananya Reddy,Chicken Biryani,220,26.4,2,22/07/23,July,UPI,Delivered,On Time,Indian-Non Veg
ord_16136,Rohit Singh,Indiranagar,Pooja Sharma,Chicken Curry,200,14,2,22/07/23,July,Credit Card,Delivered,On Time,Indian-Non Veg
ord_16137,Raj Kapoor,Malleswaram,Sneha Verma,Samosa,20,2.6,5,22/07/23,July,UPI,Cancelled,Refund Initiated,Indian-Veg
ord_16138,Sneha Jain,HSR Layout,Manoj Singh,Chicken Biryani,220,33,2,23/07/23,July,UPI,Delivered,On Time,Indian-Non Veg
ord_16139,Raj Kapoor,Malleswaram,Siddharth Singh,Biryani,250,35,2,23/07/23,July,UPI,Delivered,On Time,Indian-Veg
ord_16140,Neha Patel,Whitefield,Sneha Verma,Sushi,350,49,1,23/07/23,July,UPI,Delivered,Late,Non Indian-Non Veg
ord_16141,Karan Sharma,Marathahalli,Siddharth Singh,Burger,120,13.2,1,23/07/23,July,UPI,Cancelled,Refund Initiated,Non Indian-Veg
ord_16142,Shreya Singh,Marathahalli,Manoj Singh,Butter Chicken,280,42,3,23/07/23,July,UPI,Delivered,Before Time,Indian-Non Veg
ord_16143,Rahul Sharma,MG Road,Siddharth Singh,Butter Chicken,280,25.2,3,23/07/23,July,Credit Card,Delivered,Late,Indian-Non Veg
ord_16144,Raj Kapoor,Malleswaram,Siddharth Singh,Paneer Tikka,180,16.2,1,23/07/23,July,Online Payment,Delivered,Late,Indian-Veg
ord_16145,Rohan Patel,Indiranagar,Sneha Verma,Burger,120,12,1,23/07/23,July,Credit Card,Delivered,On Time,Non Indian-Veg
ord_16146,Neha Patel,Whitefield,Siddharth Singh,Masala Dosa,100,11,1,23/07/23,July,Online Payment,Delivered,Late,Indian-Veg
ord_16147,Kriti Patel,Whitefield,Rajesh Kumar,Pav Bhaji,150,21,2,24/07/23,July,Online Payment,Delivered,On Time,Indian-Veg
ord_16148,Neha Patel,Whitefield,Siddharth Singh,Pizza,300,36,3,24/07/23,July,Credit Card,Delivered,Before Time,Non Indian-Veg
ord_16149,Akash Gupta,Jayanagar,Manoj Singh,Pav Bhaji,150,15,2,24/07/23,July,UPI,Delivered,On Time,Indian-Veg
ord_16150,Priyanka Singh,Koramangala,Siddharth Singh,Masala Dosa,100,12,1,24/07/23,July,Online Payment,Delivered,On Time,Indian-Veg
ord_16151,Shreya Singh,Marathahalli,Divya Patel,Fried Rice,150,7.5,2,24/07/23,July,Credit Card,Cancelled,Refund Initiated,Non Indian-Veg
ord_16152,Priya Singh,Brigade Road,Ananya Reddy,Chicken Biryani,220,33,2,25/07/23,July,Online Payment,Delivered,On Time,Indian-Non Veg
ord_16153,Naveen Kumar,Koramangala,Ravi Tiwari,Veg Biryani,230,13.8,2,25/07/23,July,Credit Card,Cancelled,Refund Initiated,Indian-Veg
ord_16154,Naveen Kumar,Koramangala,Pooja Sharma,Noodles,130,11.7,1,25/07/23,July,Credit Card,Delivered,On Time,Non Indian-Non Veg
ord_16155,Akash Gupta,Jayanagar,Siddharth Singh,Fish Curry,190,22.8,1,25/07/23,July,UPI,Delivered,On Time,Indian-Non Veg
ord_16156,Rohit Singh,Indiranagar,Rajesh Kumar,Sushi,350,45.5,1,25/07/23,July,Online Payment,Delivered,On Time,Non Indian-Non Veg
ord_16157,Arjun Shah,MG Road,Manoj Singh,Burger,120,13.2,1,25/07/23,July,UPI,Delivered,On Time,Non Indian-Veg
ord_16158,Anjali Jain,Malleswaram,Ananya Reddy,Biryani,250,37.5,2,25/07/23,July,UPI,Delivered,Before Time,Indian-Veg
ord_16159,Kriti Patel,Whitefield,Sneha Verma,Chicken Biryani,220,22,2,26/07/23,July,UPI,Cancelled,Refund Initiated,Indian-Non Veg
ord_16160,Rohit Singh,Indiranagar,Sneha Verma,Chicken Biryani,220,22,2,26/07/23,July,UPI,Delivered,On Time,Indian-Non Veg
ord_16161,Rohit Singh,Indiranagar,Siddharth Singh,Butter Naan,50,4.5,4,26/07/23,July,UPI,Delivered,On Time,Indian-Veg
ord_16162,Nisha Gupta,Koramangala,Manoj Singh,Pasta,200,14,2,26/07/23,July,Credit Card,Cancelled,Refund Initiated,Non Indian-Veg
ord_16163,Pooja Patel,BTM Layout,Pooja Sharma,Burger,120,6,1,26/07/23,July,UPI,Delivered,Before Time,Non Indian-Veg
ord_16164,Karan Sharma,Marathahalli,Ananya Reddy,Sushi,350,24.5,1,27/07/23,July,Online Payment,Delivered,Late,Non Indian-Non Veg
ord_16165,Rohan Patel,Indiranagar,Pooja Sharma,Chicken Biryani,220,19.8,2,27/07/23,July,UPI,Delivered,Late,Indian-Non Veg
ord_16166,Pooja Patel,BTM Layout,Pooja Sharma,Fish Curry,190,15.2,1,27/07/23,July,UPI,Delivered,Late,Indian-Non Veg
ord_16167,Shreya Singh,Marathahalli,Pooja Sharma,Fried Rice,150,21,2,27/07/23,July,UPI,Delivered,Before Time,Non Indian-Veg
ord_16168,Priyanka Singh,Koramangala,Ravi Tiwari,Samosa,20,2.8,5,27/07/23,July,UPI,Delivered,On Time,Indian-Veg
ord_16169,Raj Kapoor,Malleswaram,Rajesh Kumar,Samosa,20,1,5,27/07/23,July,UPI,Delivered,On Time,Indian-Veg
ord_16170,Pooja Patel,BTM Layout,Divya Patel,Butter Naan,50,6,4,27/07/23,July,UPI,Delivered,On Time,Indian-Veg
ord_16171,Karan Sharma,Marathahalli,Pooja Sharma,Biryani,250,20,2,27/07/23,July,UPI,Delivered,Before Time,Indian-Veg
ord_16172,Aryan Shah,Jayanagar,Ravi Tiwari,Chicken Tikka,180,25.2,1,27/07/23,July,UPI,Cancelled,Refund Initiated,Indian-Non Veg
ord_16173,Naveen Kumar,Koramangala,Ananya Reddy,Chicken Biryani,220,22,2,28/07/23,July,Credit Card,Delivered,On Time,Indian-Non Veg
ord_16174,Aryan Shah,Jayanagar,Rajesh Kumar,Samosa,20,3,5,28/07/23,July,Credit Card,Delivered,On Time,Indian-Veg
ord_16175,Pooja Patel,BTM Layout,Ananya Reddy,Hakka Noodles,160,19.2,1,28/07/23,July,Online Payment,Delivered,On Time,Non Indian-Non Veg
ord_16176,Raj Kapoor,Malleswaram,Siddharth Singh,Masala Dosa,100,11,1,28/07/23,July,Online Payment,Cancelled,Refund Initiated,Indian-Veg
ord_16177,Kriti Patel,Whitefield,Ravi Tiwari,Pizza,300,24,3,29/07/23,July,UPI,Delivered,On Time,Non Indian-Veg
ord_16178,Pooja Patel,BTM Layout,Pooja Sharma,Chicken Biryani,220,22,2,29/07/23,July,UPI,Delivered,Late,Indian-Non Veg
ord_16179,Priya Singh,Brigade Road,Pooja Sharma,Chicken Curry,200,26,2,29/07/23,July,UPI,Delivered,Late,Indian-Non Veg
ord_16180,Aryan Shah,Jayanagar,Siddharth Singh,Pizza,300,24,3,29/07/23,July,UPI,Delivered,On Time,Non Indian-Veg
ord_16181,Priyanka Singh,Koramangala,Rajesh Kumar,Fish Curry,190,22.8,1,29/07/23,July,Credit Card,Delivered,Late,Indian-Non Veg
ord_16182,Akash Gupta,Jayanagar,Anil Gupta,Butter Chicken,280,28,3,29/07/23,July,UPI,Cancelled,Refund Not Initiated,Indian-Non Veg
ord_16183,Shreya Singh,Marathahalli,Ananya Reddy,Sushi,350,49,1,29/07/23,July,UPI,Delivered,Before Time,Non Indian-Non Veg
ord_16184,Arjun Shah,MG Road,Anil Gupta,Butter Chicken,280,19.6,3,29/07/23,July,Credit Card,Delivered,On Time,Indian-Non Veg
ord_16185,Kriti Patel,Whitefield,Anil Gupta,Veg Biryani,230,27.6,2,29/07/23,July,UPI,Delivered,Late,Indian-Veg
ord_16186,Anjali Jain,Malleswaram,Divya Patel,Butter Chicken,280,19.6,3,30/07/23,July,UPI,Delivered,Late,Indian-Non Veg
ord_16187,Karan Sharma,Marathahalli,Anil Gupta,Paneer Tikka,180,25.2,1,30/07/23,July,UPI,Delivered,Late,Indian-Veg
ord_16188,Priya Singh,Brigade Road,Ravi Tiwari,Pasta,200,20,2,30/07/23,July,UPI,Cancelled,Refund Initiated,Non Indian-Veg
ord_16189,Aryan Shah,Jayanagar,Manoj Singh,Noodles,130,13,1,30/07/23,July,Credit Card,Delivered,On Time,Non Indian-Non Veg
ord_16190,Deepak Sharma,HSR Layout,Ravi Tiwari,Burger,120,16.8,1,30/07/23,July,Online Payment,Delivered,Before Time,Non Indian-Veg
ord_16191,Rahul Sharma,MG Road,Ravi Tiwari,Chicken Biryani,220,19.8,2,30/07/23,July,UPI,Delivered,On Time,Indian-Non Veg
ord_16192,Rohit Singh,Indiranagar,Siddharth Singh,Fish Curry,190,26.6,1,31/07/23,July,UPI,Delivered,On Time,Indian-Non Veg
ord_16193,Aryan Shah,Jayanagar,Ananya Reddy,Fried Rice,150,13.5,2,31/07/23,July,UPI,Cancelled,Refund Not Initiated,Non Indian-Veg
ord_16194,Sneha Jain,HSR Layout,Anil Gupta,Pizza,300,45,3,31/07/23,July,Online Payment,Delivered,Before Time,Non Indian-Veg
ord_16195,Deepak Sharma,HSR Layout,Siddharth Singh,Paneer Tikka,180,19.8,1,31/07/23,July,Credit Card,Delivered,On Time,Indian-Veg
ord_16196,Aryan Shah,Jayanagar,Sneha Verma,Butter Naan,50,6.5,4,31/07/23,July,Online Payment,Delivered,On Time,Indian-Veg
ord_16197,Tanvi Gupta,BTM Layout,Sneha Verma,Butter Chicken,280,39.2,3,01/08/23,August,Credit Card,Cancelled,Refund Not Initiated,Indian-Non Veg
ord_16198,Nisha Gupta,Koramangala,Ravi Tiwari,Chicken Tikka,180,14.4,1,01/08/23,August,Online Payment,Delivered,On Time,Indian-Non Veg
ord_16199,Raj Kapoor,Malleswaram,Sneha Verma,Pav Bhaji,150,15,2,01/08/23,August,Credit Card,Delivered,On Time,Indian-Veg
ord_16200,Sneha Jain,HSR Layout,Siddharth Singh,Burger,120,6,1,01/08/23,August,UPI,Delivered,Before Time,Non Indian-Veg
ord_16201,Priyanka Singh,Koramangala,Ananya Reddy,Pav Bhaji,150,7.5,2,01/08/23,August,UPI,Cancelled,Refund Initiated,Indian-Veg
ord_16202,Karan Sharma,Marathahalli,Siddharth Singh,Sushi,350,52.5,1,01/08/23,August,UPI,Delivered,On Time,Non Indian-Non Veg
ord_16203,Neha Patel,Whitefield,Divya Patel,Chicken Curry,200,28,2,02/08/23,August,Credit Card,Delivered,Late,Indian-Non Veg
ord_16204,Sneha Jain,HSR Layout,Sneha Verma,Burger,120,8.4,1,02/08/23,August,Online Payment,Delivered,Late,Non Indian-Veg
ord_16205,Shreya Singh,Marathahalli,Anil Gupta,Biryani,250,15,2,02/08/23,August,UPI,Cancelled,Refund Not Initiated,Indian-Veg
ord_16206,Sneha Jain,HSR Layout,Anil Gupta,Veg Biryani,230,32.2,2,03/08/23,August,UPI,Delivered,Before Time,Indian-Veg
ord_16207,Akash Gupta,Jayanagar,Pooja Sharma,Veg Biryani,230,27.6,2,03/08/23,August,UPI,Delivered,On Time,Indian-Veg
ord_16208,Akash Gupta,Jayanagar,Divya Patel,Masala Dosa,100,8,1,03/08/23,August,Online Payment,Delivered,Before Time,Indian-Veg
ord_16209,Naveen Kumar,Koramangala,Anil Gupta,Masala Dosa,100,9,1,03/08/23,August,UPI,Delivered,Late,Indian-Veg
ord_16210,Pooja Patel,BTM Layout,Manoj Singh,Fried Rice,150,18,2,03/08/23,August,UPI,Cancelled,Refund Initiated,Non Indian-Veg
ord_16211,Akash Gupta,Jayanagar,Anil Gupta,Fried Rice,150,12,2,03/08/23,August,Credit Card,Delivered,Before Time,Non Indian-Veg
ord_16212,Sneha Jain,HSR Layout,Divya Patel,Paneer Tikka,180,12.6,1,04/08/23,August,Credit Card,Delivered,Before Time,Indian-Veg
ord_16213,Anjali Jain,Malleswaram,Siddharth Singh,Biryani,250,30,2,04/08/23,August,UPI,Delivered,On Time,Indian-Veg
ord_16214,Priya Singh,Brigade Road,Anil Gupta,Chicken Tikka,180,14.4,1,04/08/23,August,Credit Card,Delivered,Late,Indian-Non Veg
ord_16215,Pooja Patel,BTM Layout,Siddharth Singh,Chicken Curry,200,10,2,04/08/23,August,Credit Card,Delivered,Before Time,Indian-Non Veg
ord_16216,Shreya Singh,Marathahalli,Ananya Reddy,Noodles,130,16.9,1,04/08/23,August,UPI,Delivered,On Time,Non Indian-Non Veg
ord_16217,Naveen Kumar,Koramangala,Pooja Sharma,Chicken Tikka,180,12.6,1,04/08/23,August,UPI,Delivered,On Time,Indian-Non Veg
ord_16218,Anjali Jain,Malleswaram,Sneha Verma,Tandoori Chicken,280,30.8,3,04/08/23,August,Credit Card,Delivered,Before Time,Indian-Non Veg
ord_16219,Akash Gupta,Jayanagar,Rajesh Kumar,Burger,120,6,1,05/08/23,August,Credit Card,Cancelled,Refund Initiated,Non Indian-Veg
ord_16220,Rohit Singh,Indiranagar,Siddharth Singh,Burger,120,8.4,1,05/08/23,August,UPI,Cancelled,Refund Initiated,Non Indian-Veg
ord_16221,Anjali Jain,Malleswaram,Manoj Singh,Butter Naan,50,3.5,4,05/08/23,August,UPI,Delivered,On Time,Indian-Veg
ord_16222,Tanvi Gupta,BTM Layout,Siddharth Singh,Butter Chicken,280,42,3,05/08/23,August,Online Payment,Delivered,On Time,Indian-Non Veg
ord_16223,Arjun Shah,MG Road,Ravi Tiwari,Butter Chicken,280,36.4,3,06/08/23,August,Online Payment,Delivered,On Time,Indian-Non Veg
ord_16224,Sneha Jain,HSR Layout,Divya Patel,Chicken Biryani,220,22,2,06/08/23,August,UPI,Cancelled,Refund Initiated,Indian-Non Veg
